id_edan,ObjectID,GlobalID,fecha_inspeccion,hora,nombre_evaluador,id_grupo,entidad,tipo_evento,nombre_edificacion,municipio,barrio_vereda,direccion,direccion_norm,coords,tipo_propiedad,relacion_edificacion,otro,epoca_construccion,n_pisos,n_sotanos,n_ocupantes,frente,fondo,n_residenciales,n_comerciales,n_no_habitadas,n_muertos,n_heridos,acceso_edificacion,uso_edificacion,uso_cual,sistema_estructural,sistema_estructural_cual,material_estructura,material_entrepiso,sistema_entrepiso,sistema_entrepiso_cual,existen_sistemas_combinados,observaciones,sistema_cubierta,sistema_cubierta_cual,revestimiento_cubierta,revestimiento_cubierta_cual,sistema_muros_divisorios,sistema_muros_divisorios_cual,fachadas,fachadas_cual,escaleras,escaleras_cual,calidad_construccion,estado_edificacion,41_a,41_b,41_c,42_a,42_b,42_c,43_a,43_b,43_c,44_a,44_b,44_c,45_a,45_b,45_c,46_a,46_b,46_c,46_especifique_cual,colapso_total,colapso_parcial,asentamiento_severo,inclinacion_importante,suelo_inestable,riesgo_caida,danos_estructura,danos_contrapiso_entrepiso_muroscont,danos_muro_div,danos_cubierta,cielos_instalaciones,alc_exterior,alc_interior,matriz_ref,afectacion_planta,afectacion_planta_calc,severidad_danos,severidad_danos_calc,nivel_dano,riesgo_ab,riesgo_ac,habitabilidad_calc,criterio_habitabilidad,justificacion_criterio,requiere_evaluacion_adicional,eval_estructural,eval_geotecnica,eval_otra,recomendaciones,aislamiento,intervencion_entades,observaciones_generales,evento_id,gps_precision_m,CreationDate,Creator,EditDate,Editor,x,y,fecha_hora,comuna,barrio_geo,x_form,y_form,n_fotos_gps,gps_error_m,desplazamiento_m,coords_fuente,coords_validacion,geocode_lat,geocode_lon,dist_geocode_m,suspension_servicios,criterio_color,fuente
,,,2026-08-18,19:03,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,"מבנה במצב תקין, קיים חשש לנפילת אלמנטים מחזיתות המבנה השכן, מומלץ להתקין הגנות מתאימות בתיאום עם הבעלים של המבנה השכן.
בניטרול הסיכון של המבנה השכן המבנה כשיר לחלוטין",,,,Engineer_ISR_2,,,-76.52774047916108,3.4628301006035733,2026-08-18 19:03,COMUNA 02,San Vicente,-76.52774047916108,3.4628301006035733,,,,,,,,,no,verde,survey_israel
,,,2026-08-18,19:55,שי חביב,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,2,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,si,no,no,no,no,severo,,moderado,,,completa,completa,,,,alto,,alto,,,,r2,,estructural,,,,"יצירת מערכת הקשחה למבנה בכיוון x,y, שלא נמצאת בבניין בכלל.
נדרש לבצע חיזוק ותימוך לקורות שקיבלו גזירה/כפיפה.
יש לבצע התקנה מחדש של חופת הרכבל אשר נתלשה מהתקרה- עדיף לחבר לעמוד או קורה.
יש לפנות את קירות הבלוק אשר מועדים ליפול.
יש לתמוך בהקדם את הקונזולה שמשמשת חיפוי לתחנת העלאה לנוסעים.",,,"מבנה הדורש חיזוק סיסמי ושיפוץ על מנת לחזור לתפקוד מלא של אלפי אנשים ביום.
אין סכנה מיידית לכניסה למבנה
יש סכנה מיידית בסביבת סככת החיפוי מעומס רוח - יש לתמוך בהקדם.",,,,Engineer_ISR_2,,,-76.53919866667981,3.417058683279388,2026-08-18 19:55,COMUNA 19,Los Cámbulos,-76.53919866667981,3.417058683279388,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-18,21:03,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,completa,completa,,,,bajo,,bajo,,,,i2,,estructural,,,,יש לבנות את הקיר שקרס בטרם יאוכלס המבנה,,,"החלק שלא נפגע כשיר, ככל שיבנו מחדש את הקיר שקרס ניתן להשתמש במבנה",,,,Engineer_ISR_1,,,-76.54290148275507,3.4222051279760115,2026-08-18 21:03,COMUNA 19,Urbanización Tequendama,-76.54290148275507,3.4222051279760115,,,,,,,,,no,rojo,survey_israel
,,,2026-08-18,21:42,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,"קיר חיצוני התמוטט, נמצא בשלב מתקדם של בניה מחדש. ככל שיסיימו הבינוי ניתן להפעיל המרפאה. ישנה קורה מעל הקיר שנפגע, יושבת על קיר הלבנים, לא תקין! אך זו הייתה הבניה לפני בלי קשר לרעידת האדמה",,,,Engineer_ISR_1,,,-76.54713936954955,3.4210222923539515,2026-08-18 21:42,COMUNA 19,Urbanización Tequendama,-76.54713936954955,3.4210222923539515,,,,,,,,,no,verde,survey_israel
,,,2026-08-18,21:00,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,16.0,2.0,,,,,,,,,,,9,muros_carga,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,estructural,,,,רכיבים לא מבניים בקומות הגבוהות,,,,,,,Engineer_ISR_2,,,-76.53450937555675,3.4543998732023358,2026-08-18 21:00,COMUNA 02,Centenario,-76.53450937555675,3.4543998732023358,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,14:13,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,moderado,,moderado,,,parcial,completa,,,,medio,,medio,,,,r1,,estructural,,,,חיזוק מקומי לקורה עד בחינה מעמיקה יותר. תיחום השטח מתחת לקיר בלוק שנפגע,"מתחת לקורה סדוקה, מתחת לקיר בלוק",,,,,,Engineer_ISR_1,,,-76.52768491207254,3.454823459930981,2026-08-19 14:13,COMUNA 03,San Nicolás,-76.52768491207254,3.454823459930981,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,14:49,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,moderado,,moderado,,,completa,completa,,,,medio,,medio,,,,i2,,estructural,,,,,,,"מערכת ההקשחה של המבנה נפגעה ולא תעמוד ברעידה נוספת. בנוסף מבנה שכן חווה נזק כבד ועדיין עומד על תילו אולם בסריקה ראשונית המבנה הסמוך נמצא מסוכן ומאיים על המבנה הנוכחי. ניתן להיכנס באופן זמני להוציא ציוד.
אין לעלות לקומה השניה ללא חיזוק גרם המדרגות שנפגע ולאחר התייעצות עם מהנדס מבנים. לא נסקרה הקומה השניה",,,,Engineer_ISR_2,,,-76.54826565748984,3.4069122095308404,2026-08-19 14:49,COMUNA 19,Cuarto de Legua - Guadalupe,-76.54826565748984,3.4069122095308404,,,,,,,,,no,rojo,survey_israel
,,,2026-08-19,15:16,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,5.0,1.0,,,,,,,,,,,10,otro,מבנה בטון/ בלוקים ותקרות פלדה ,mat_no_claro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,parcial,completa,,,,bajo,,bajo,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.52772521408946,3.4625902319049033,2026-08-19 15:16,COMUNA 02,San Vicente,-76.52772521408946,3.4625902319049033,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,15:17,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.50378856668824,3.4350405165129154,2026-08-19 15:17,COMUNA 12,El Rodeo,-76.50378856668824,3.4350405165129154,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,16:06,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,1.0,,,,,,,,,,,10,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,si,no,no,no,no,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,"המבנה נמצא במצב תקין מבחינה מבנית. אין מניעה לשימוש במבנה, פרט לאזור נקודתי בקומה 4 בו נכשלה תקרה טכנית והתמוטטה. נדרש לפנות וניתן להשמיש את המבנה",,,,Engineer_ISR_2,,,-76.54688608596193,3.4226876394604853,2026-08-19 16:06,COMUNA 19,Urbanización Tequendama,-76.54688608596193,3.4226876394604853,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,16:03,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,muros_carga,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.51453104216561,3.437277461831016,2026-08-19 16:03,COMUNA 08,Primitivo Crespo,-76.51453104216561,3.437277461831016,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,16:16,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,muros_carga,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.51768158747893,3.438480601901065,2026-08-19 16:16,COMUNA 08,Primitivo Crespo,-76.51768158747893,3.438480601901065,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,16:59,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,1.0,,,,,,,,,,,3,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,severo,,moderado,,,parcial,completa,,,,alto,,alto,,,,r2,,estructural,,, ,"פינוי אלמנטים לא מבניים שעלולים ליפול
טיפול בזיזים שעלולים להתמוטט
שיקום אלמנטי שלד",,,"המבנה ללא כמות עמודים מספקת בתקרת הקומה השניה. הזיזים שקעו והם בסכנת התמוטטות. 
שני המבנים הארוכים מוגבלים בשימוש בקומת הקרקע והמרתף ואסורים בשימוש בשאר הקומות. שורת החנויות החיצונית ראויה לאכלוס כי במקרה של רעידת אדמה ניתן לצאת בקלות ואין סכנת התמוטטות מיידית. 
שני המבנים הקטנים בקצוות אחד ראוי לשימוש והשני מוגבל בשימוש. 
יש לבצע הערכה מקיפה ולקבל החלטה האם לשקם את הקניון או להרוס. ",,,,Engineer_ISR_1,,,-76.54776767281884,3.4161080888897564,2026-08-19 16:59,COMUNA 19,Unidad Residencial Santiago de Cali,-76.54776767281884,3.4161080888897564,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,17:08,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,,,,,,,,,,,,,5,muros_carga,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.50891123205382,3.421102342052865,2026-08-19 17:08,COMUNA 11,Primavera,-76.50891123205382,3.421102342052865,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,17:23,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,12.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,"מרפאה בקומת הקרקע מתחת למבנה מגורים של 12 קומות 
לא ני פה",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,severo,,severo,,,parcial,no_ingreso,,,,alto,,alto,,,,i2,,"estructural,otra",,,בדיקה מקיפה של הבניין!!,,,,,,,,Engineer_ISR_1,,,-76.54528912752517,3.4151914200613867,2026-08-19 17:23,COMUNA 19,Unidad Residencial Santiago de Cali,-76.54528912752517,3.4151914200613867,,,,,,,,,no,rojo,survey_israel
,,,2026-08-19,18:03,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,1.0,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,parcial,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,,נפילת לבנים ממערב המבנה וקיר חיצוני,,,,,,Engineer_ISR_1,,,-76.53817667044905,3.4380615559507492,2026-08-19 18:03,COMUNA 09,Alameda,-76.53817667044905,3.4380615559507492,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,20:22,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,r1,,estructural,,,,יש לתקן את הקיר של הבניין השכן מסכנה של המשך נפילה ,גג רעפים שנמצא מתחת לקיר לבנים שנפל בחלקו,,,,,,Engineer_ISR_1,,,-76.54467071919873,3.4218481723175627,2026-08-19 20:22,COMUNA 19,Urbanización Tequendama,-76.54467071919873,3.4218481723175627,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,20:24,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,מבנה תקין לחלוטין,,,,Engineer_ISR_2,,,-76.54490682520148,3.42131832555851,2026-08-19 20:24,COMUNA 19,Urbanización Tequendama,-76.54490682520148,3.42131832555851,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,20:34,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,סדקים קלים ברכיבים לא מבניים,,,,Engineer_ISR_1,,,-76.5491813318185,3.4183598491902285,2026-08-19 20:34,COMUNA 19,El Lido,-76.5491813318185,3.4183598491902285,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,20:41,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,estructural,,,,טיפול בגג הקל ובניית קירות בלוקים שניזוקו,,,"פרט לקומת הגג הנדרשת קצת שיפוץ 
ניתן לאכלס את המבנה",,,,Engineer_ISR_1,,,-76.54891621292703,3.418163806214575,2026-08-19 20:41,COMUNA 19,El Lido,-76.54891621292703,3.418163806214575,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,20:42,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,1.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,תקרת גבס ,,,,Engineer_ISR_1,,,-76.54434936397382,3.4201383915095027,2026-08-19 20:42,COMUNA 19,Urbanización Tequendama,-76.54434936397382,3.4201383915095027,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,20:49,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,estructural,,,,טיפול בקירות הבלוקים שנפגעו,,,,,,,Engineer_ISR_1,,,-76.54851994898722,3.418291699594275,2026-08-19 20:49,COMUNA 19,El Lido,-76.54851994898722,3.418291699594275,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,20:50,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.51448042299766,3.4087444358188637,2026-08-19 20:50,COMUNA 16,República de Israel,-76.51448042299766,3.4087444358188637,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,21:06,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,10,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,מבנה תקין לחלוטין,,,,Engineer_ISR_2,,,-76.54540611153134,3.4215143634056084,2026-08-19 21:06,COMUNA 19,Urbanización Tequendama,-76.54540611153134,3.4215143634056084,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,21:22,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,1.0,,,,,,,,,,,,6,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.51226595365145,3.404778888474876,2026-08-19 21:22,COMUNA 16,República de Israel,-76.51226595365145,3.404778888474876,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,21:32,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,moderado,,,parcial,completa,,,,bajo,,bajo,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.54773605301915,3.4219941537122764,2026-08-19 21:32,COMUNA 19,El Lido,-76.54773605301915,3.4219941537122764,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,21:35,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,7.0,1.0,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,estructural,,,,טיפול בנזקי קירות הבלוקים,,,מבנה משנות השבעים עם עמודים גדולים ובצורת אות ר שתפקד נהדר ברעידה. בקומות תחתונות נזקי בלוקים מסיביים,,,,Engineer_ISR_1,,,-76.54972896008708,3.418480558945042,2026-08-19 21:35,COMUNA 19,El Lido,-76.54972896008708,3.418480558945042,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,21:38,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,si,no,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,זווית חיזוק ותמיכות לארכיון,מזכירות,,,,,,Engineer_ISR_1,,,-76.51501048920242,3.402616276334318,2026-08-19 21:38,COMUNA 16,Mariano Ramos,-76.51501048920242,3.402616276334318,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,22:04,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,si,no,si,leve,,severo,,,parcial,completa,,,,bajo,,bajo,,,,r2,,estructural,,,,יש לפרק קיר העומד ליפול ,"שתי דירות בתוך קומפלקס גדול שלא נבדק כולו. לדברי הדיירים יתר הדירות תקינות. אין לאכלס הדירות שנפגעו, יש למנוע מעבר אנשים בגינות הסמוכות לדירות אלה. נראה שאין מניעה לאכלס את יתר הקומפלקס ",,"מבנה מגורים רב דירות.
יש לאסור השימוש בדירות שנפגעו. יש למנוע מעבר אדם בחצר בצד הנפילה",,,,Engineer_ISR_1,,,-76.54835190294364,3.420351471668834,2026-08-19 22:04,COMUNA 19,El Lido,-76.54835190294364,3.420351471668834,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,22:37,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,sin_dano,,,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,estructural,,,,"קיר בלוקים שהתנתק ועכשיו הוא לא יציב. תימכנו אןתו ארעית, אבל צריך לפתור את זה במיידי. ניתנה הצעה",,,,,,,Engineer_ISR_1,,,-76.51426877991673,3.401342946126693,2026-08-19 22:37,COMUNA 16,Mariano Ramos,-76.51426877991673,3.401342946126693,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,22:42,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,1.0,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,"מבנה ללא נזק
יש לתמוך את המודול בין העמודים בסמוך למבנה שהתמוטט כדי שבפינוי המבנה ההרוס תהיה תמיכה במידה וינזקו העמודים",,,,Engineer_ISR_1,,,-76.54843161315375,3.4233768384220187,2026-08-19 22:42,COMUNA 19,Urbanización Nueva Granada,-76.54843161315375,3.4233768384220187,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,23:17,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,13.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,סדקים קלים בבלוקים,,,,Engineer_ISR_1,,,-76.54426592892898,3.422247786416694,2026-08-19 23:17,COMUNA 19,Urbanización Tequendama,-76.54426592892898,3.422247786416694,,,,,,,,,no,verde,survey_israel
,,,2026-08-20,01:51,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,1,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,תיקון הגג וקירות קומה עליונה,קומה עליונה וגג,,מבנה תקין פרט לקומה העליונה,,,,Engineer_ISR_1,,,-76.54932229724953,3.417639233706172,2026-08-20 01:51,COMUNA 19,El Lido,-76.54932229724953,3.417639233706172,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-20,13:55,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,2.0,,,,,,,,,,,2,muros_carga,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,completa,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,הסדרת כל לבנות הבריקים שעלולות ליפול,,,,,,,Engineer_ISR_1,,,-76.53647659619745,3.4495600738749648,2026-08-20 13:55,COMUNA 03,La Merced,-76.53647659619745,3.4495600738749648,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-20,14:09,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,2.0,,,,,,,,,,,10,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,severo,,moderado,,,parcial,completa,,,,alto,,alto,,,,r2,,"estructural,otra",,,"נדרשת בדיקה חוזרת לכלל המבנה, כמעט בכל חיבור קורה מקרה נמצאו נזקים",לפרק אלמנטים בסכנת נפילה מהגג,,,"המרפאה נראת במצב טוב, אך היא נפרדת מהקונסטרוקציה (חלק מקומה גבוה). המבנה כולו דורש הערכה מחדש ",,,,Engineer_ISR_1,,,-76.54588769745686,3.4260006893952273,2026-08-20 14:09,COMUNA 19,San Fernando Nuevo,-76.54588769745686,3.4260006893952273,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-20,15:20,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,2,muros_carga,,mamp_simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,leve,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,,,,,Engineer_ISR_1,,,-76.53553499828632,3.449608439413607,2026-08-20 15:20,COMUNA 03,La Merced,-76.53553499828632,3.449608439413607,,,,,,,,,no,verde,survey_israel
,,,2026-08-20,15:56,שי חביב,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,,8,otro,מבנה לא שלוד לצד בנייה מודרנית של קירות בטון ובלוקים.,mat_no_claro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,completa,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,"תיקון הקיר בלוקים בגג שנסדק
הסרת בלוקים  בסכנת נפילה
וידוא שאין סכנת נפילה מקומית של הטיח באזור אולם הישיבה בתקרה הקלה",הצד האחורי של קיר הבמה הוגדר אדום עבור שתי הקומות התחתונות,,"הוסבר לצוות האחזקה בבניין איזה אזורים יש להתרחק מהם מיידית ואסןרים אלה סומנו על סקיצה.
חלק מעמוד הגדול שהולך לגג נשבר וחלק ממנו עומד ליפול, האזור מתחתיו פונה ל2 הקומות למטה.
2 אזורים נוספים סומנו והובהר לנוכחים לא להתקרב ולא לאפשר לאנשים לשהות בסביבה
זוהו סדקים לא מבניים ואין חשש ליציבות.",,,,Engineer_ISR_2,,,-76.53588300742402,3.4493228748477143,2026-08-20 15:56,COMUNA 03,La Merced,-76.53588300742402,3.4493228748477143,,,,,,,,,no,amarillo,survey_israel
