id_edan,ObjectID,GlobalID,fecha_inspeccion,hora,nombre_evaluador,id_grupo,entidad,tipo_evento,nombre_edificacion,municipio,barrio_vereda,direccion,direccion_norm,coords,tipo_propiedad,relacion_edificacion,otro,epoca_construccion,n_pisos,n_sotanos,n_ocupantes,frente,fondo,n_residenciales,n_comerciales,n_no_habitadas,n_muertos,n_heridos,acceso_edificacion,uso_edificacion,uso_cual,sistema_estructural,sistema_estructural_cual,material_estructura,material_entrepiso,sistema_entrepiso,sistema_entrepiso_cual,existen_sistemas_combinados,observaciones,sistema_cubierta,sistema_cubierta_cual,revestimiento_cubierta,revestimiento_cubierta_cual,sistema_muros_divisorios,sistema_muros_divisorios_cual,fachadas,fachadas_cual,escaleras,escaleras_cual,calidad_construccion,estado_edificacion,41_a,41_b,41_c,42_a,42_b,42_c,43_a,43_b,43_c,44_a,44_b,44_c,45_a,45_b,45_c,46_a,46_b,46_c,46_especifique_cual,colapso_total,colapso_parcial,asentamiento_severo,inclinacion_importante,suelo_inestable,riesgo_caida,danos_estructura,danos_contrapiso_entrepiso_muroscont,danos_muro_div,danos_cubierta,cielos_instalaciones,alc_exterior,alc_interior,matriz_ref,afectacion_planta,afectacion_planta_calc,severidad_danos,severidad_danos_calc,nivel_dano,riesgo_ab,riesgo_ac,habitabilidad_calc,criterio_habitabilidad,justificacion_criterio,requiere_evaluacion_adicional,eval_estructural,eval_geotecnica,eval_otra,recomendaciones,aislamiento,intervencion_entades,observaciones_generales,evento_id,gps_precision_m,CreationDate,Creator,EditDate,Editor,x,y,fecha_hora,comuna,barrio_geo,x_form,y_form,n_fotos_gps,gps_error_m,desplazamiento_m,coords_fuente,coords_validacion,geocode_lat,geocode_lon,dist_geocode_m,suspension_servicios,criterio_color,fuente
,,,2026-08-16,21:35,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,moderado,,moderado,,,parcial,completa,,,,medio,,medio,,,,i2,,estructural,,,,יש לבנות מחדש את חדרי המדרגות ,,,חדרי המדרגות בבנין אזורים אדומים,,,,Agamimisr,,,-76.54443623723986,3.4185365599640063,2026-08-16 21:35,COMUNA 19,Urbanización Tequendama,-76.54443623723986,3.4185365599640063,,,,,,,,,no,rojo,survey_israel
,,,2026-08-16,22:51,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Centro Medico Colmedica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54305672179662,3.42156452514052,2026-08-16 22:51,COMUNA 19,Urbanización Tequendama,-76.54305672179662,3.42156452514052,,,,,,,,,no,verde,survey_israel
,,,2026-08-20,15:54,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,5.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Clinica Naturista San Rafael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,si,no,si,severo,,moderado,,,parcial,completa,,,,alto,,alto,,,,r2,,estructural,,,,"חיזוק מדרגות במסגרות פלדה, חיזוק הזיז בקורות פלדה ",,,,,,,Agamimisr,,,-76.54421896648402,3.4183143741864463,2026-08-20 15:54,COMUNA 19,Urbanización Tequendama,-76.54421896648402,3.4183143741864463,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-16,23:05,,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Cosmitet Ltda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,completa,,,,sin_dano,,sin_dano,,,,r2,,,,,,,,,יש לבצע סקר בפנים המבנה,,,,Agamimisr,,,-76.54371821890632,3.421549182248629,2026-08-16 23:05,COMUNA 19,Urbanización Tequendama,-76.54371821890632,3.421549182248629,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,20:59,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Clinica Interplasticaק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,"המבנה בשלב שיפוץ מתקדם מאוד.
מתמונות שהוצגו נראה שהנזקים בבלוקים בלבד",,,,Agamimisr,,,-76.54535475660212,3.4196865292713268,2026-08-19 20:59,COMUNA 19,Urbanización Tequendama,-76.54535475660212,3.4196865292713268,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,21:39,איתי יאמין,,Inspectores de Israel,sismo,,Cali,,,,,,,,,4.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,sin_dano,,severo,,,completa,no_ingreso,,,,sin_dano,,sin_dano,,,,i2,,"estructural,otra",,,"המבנה לא נבדק מבפנים, אך מבחוץ נראה נזק משמעותי אשר לא מאפשר שימוש במבנה, כולל סכנת נפילה  עקב נפילת קירות בני חיצוניים.",,,,שלד תקין. כל מה שאינו שלד דורש פינוי ובנייה מחדש. לא ראוי לשימוש במצבו.,,,,Agamimisr,,,-76.54418377243478,3.4189863729666983,2026-08-16 21:39,COMUNA 19,Urbanización Tequendama,-76.54418377243478,3.4189863729666983,,,,,,,,,no,rojo,survey_israel
,,,2026-08-16,23:06,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54391699489057,3.42114932741153,2026-08-16 23:06,COMUNA 19,Urbanización Tequendama,-76.54391699489057,3.42114932741153,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,23:13,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54414356987175,3.421337014408357,2026-08-16 23:13,COMUNA 19,Urbanización Tequendama,-76.54414356987175,3.421337014408357,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:30,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,severo,,severo,,,parcial,no_ingreso,,,,alto,,alto,,,,r2,,estructural,,,,,,,מבנה מוגבל בשימוש בעל אזורים מסוכנים,,,,Agamimisr,,,-76.54343921717518,3.420031752512574,2026-08-16 22:30,COMUNA 19,Urbanización Tequendama,-76.54343921717518,3.420031752512574,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-16,22:00,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Hospital Ortopédico Sucursal Cali
סקר ראשוני מחוץ למבנה",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,"חיצונית נראה תקין, יש לבצע סקר מקיף בפנים המבנה",,,,Agamimisr,,,-76.54354813168413,3.4195618691816394,2026-08-16 22:00,COMUNA 19,Urbanización Tequendama,-76.54354813168413,3.4195618691816394,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:38,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54326291396123,3.4204388673907804,2026-08-16 22:38,COMUNA 19,Urbanización Tequendama,-76.54326291396123,3.4204388673907804,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:42,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,1.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54296544657932,3.4209794938711724,2026-08-16 22:42,COMUNA 19,Urbanización Tequendama,-76.54296544657932,3.4209794938711724,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:58,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54358719672615,3.4209913004329686,2026-08-16 22:58,COMUNA 19,Urbanización Tequendama,-76.54358719672615,3.4209913004329686,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:55,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Asifarma
סקר ראשוני ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,moderado,,,parcial,no_ingreso,,,,bajo,,bajo,,,,r2,,,,,,,,,נדרש סקר בפנים המבנה,,,,Agamimisr,,,-76.54358435527939,3.421482259773993,2026-08-16 22:55,COMUNA 19,Urbanización Tequendama,-76.54358435527939,3.421482259773993,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-16,22:53,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,סקר ראשוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54372181332387,3.4210554660012513,2026-08-16 22:53,COMUNA 19,Urbanización Tequendama,-76.54372181332387,3.4210554660012513,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,23:03,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54382761908651,3.4211069319474214,2026-08-16 23:03,COMUNA 19,Urbanización Tequendama,-76.54382761908651,3.4211069319474214,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,23:09,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,1.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Airec Grupo Medico Especializado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54383087477369,3.421605592160318,2026-08-16 23:09,COMUNA 19,Urbanización Tequendama,-76.54383087477369,3.421605592160318,,,,,,,,,no,verde,survey_israel
,,,2026-08-19,16:39,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,otro,בטון עם רצפות פלדה ,mat_no_claro,,,,,Centro Medico Tequendama IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,leve,,,parcial,completa,,,,bajo,,bajo,,,,r2,,,,,,,,,"לא נמצאו ממצאים חריגים, לשם הזהירות הציבו חיזוקים בכל התקרה, בשל כך שלא ניתן לסקור את הקומה השניה נקבע כמוגבל הם בשימוש עד שיתאפשר לבדוק הקומה השניה. נראה שניתן לפרק התמיכות לאחר סיור בקומה השניה",,,,Agamimisr,,,-76.54770618002688,3.420501387018435,2026-08-19 16:39,COMUNA 19,Urbanización Tequendama,-76.54770618002688,3.420501387018435,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-17,14:27,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Laboratorios Angel
סקר ראשוני",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,parcial,no_ingreso,,,,bajo,,bajo,,,,r2,,,,,,,,,"סקר ראשוני, יש להיכנס למבנה ל ורך המשך אבחון",,,,Agamimisr,,,-76.54755967767598,3.4202246146905932,2026-08-17 14:27,COMUNA 19,Urbanización Tequendama,-76.54755967767598,3.4202246146905932,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-17,14:34,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Cardio Prevent Sas
סקר ראשוני",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,parcial,no_ingreso,,,,bajo,,bajo,,,,r2,,,,,,,,,"סקר ראשוני, נדרש להיכנס פנימה להמשך סקירה",,,,Agamimisr,,,-76.54749531594362,3.4203986404129307,2026-08-17 14:34,COMUNA 19,Urbanización Tequendama,-76.54749531594362,3.4203986404129307,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-20,13:46,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,"הגענו למבנה לאחר שיפוץ, מהתמונות נראה שנזק לתקרה קלה ",,,,Agamimisr,,,-76.54417099512088,3.419438213506246,2026-08-20 13:46,COMUNA 19,Urbanización Tequendama,-76.54417099512088,3.419438213506246,,,,,,,,,no,verde,survey_israel
,,,2026-08-17,14:40,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Centro Medico Camino Real
סקר ראשוני",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,si,no,no,no,si,sin_dano,,,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,r2,,,,,,,,,"סקר ראשוני, נדרש סקר מעמיק",,,,Agamimisr,,,-76.5473997489483,3.420654255152822,2026-08-17 14:40,COMUNA 19,Urbanización Tequendama,-76.5473997489483,3.420654255152822,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-17,14:27,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,5.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Unidad Quirurgica Calida Sas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,parcial,no_ingreso,,,,bajo,,bajo,,,,r2,,estructural,,,,,,,יש לסקור את פנים המבנה,,,,Agamimisr,,,-76.54730273335883,3.4199386036892303,2026-08-17 14:27,COMUNA 19,Urbanización Tequendama,-76.54730273335883,3.4199386036892303,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-17,14:38,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Oral Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54716860621083,3.4203661610268252,2026-08-17 14:38,COMUNA 19,Urbanización Tequendama,-76.54716860621083,3.4203661610268252,,,,,,,,,no,verde,survey_israel
,,,2026-08-17,14:42,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,3.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Todomed Ltda Domiciliaria 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,,,,,Agamimisr,,,-76.54709544289409,3.4205406652872465,2026-08-17 14:42,COMUNA 19,Urbanización Tequendama,-76.54709544289409,3.4205406652872465,,,,,,,,,no,verde,survey_israel
,,,2026-08-18,17:04,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,5.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Clinica Fiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,moderado,,severo,,,completa,completa,,,,medio,,medio,,,,r2,,"estructural,otra",,,נדרש קונסטרוקטור לבצע בדיקה מקיפה של המבנה,פינוי קירות בלוקים ,,,נדרשת בדיקה חוזרת של כלל המבנה. יש לפתוח תקרות אקוסטיות ולבדוק חיבורים קורה עמוד. בנקודה אחת נצפה סדק כפיפה.,,,,Agamimisr,,,-76.5462970868127,3.4195848266804636,2026-08-18 17:04,COMUNA 19,Urbanización Tequendama,-76.5462970868127,3.4195848266804636,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-19,20:43,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Endocirujanos
סקר ראשוני",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,מבנה תקין לחלוטין,,,,Agamimisr,,,-76.54508434711414,3.4213805284284673,2026-08-19 20:43,COMUNA 19,Urbanización Tequendama,-76.54508434711414,3.4213805284284673,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,22:06,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,Nefroproteccion סקר ראשוני חיצוני בלבד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,otra,,,,,,,"בוצע סקר ראשוני חיצוני בלבד, נראה תקין, יש חצי סקר בפנים המבנה",,,,Agamimisr,,,-76.54350742575927,3.419653512943115,2026-08-16 22:06,COMUNA 19,Urbanización Tequendama,-76.54350742575927,3.419653512943115,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,21:53,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,salud,,porticos,,concreto_mc,,,,,"Clinica Los Robles Ips
סקר ראשוני",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,sin_dano,,sin_dano,,,parcial,no_ingreso,,,,sin_dano,,sin_dano,,,,h,,,,,,,,,בוצע סקר ראשוני מחוץ למבנה,,,,Agamimisr,,,-76.5435916491656,3.4194616942796094,2026-08-16 21:53,COMUNA 19,Urbanización Tequendama,-76.5435916491656,3.4194616942796094,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,15:40,רענן בן סיני,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,severo,,,completa,completa,,,,bajo,,bajo,,,,r2,,"estructural,otra",,,לא,"חיזוק או החלפה של קירות בני.
הסרת קורה שנפלה על הרמפה ובניה של קורה חדשה.
החלפת מעקות.
החלפת גג אסבסט באודיטוריום
",,,,,,,Agamimisr,,,-76.55163902631612,3.415559444613874,2026-08-16 15:40,COMUNA 19,El Lido,-76.55163902631612,3.415559444613874,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-16,17:21,איתמר נצר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,otro,מסגרות בטון מזוין + תקרות בניה קלה,mat_no_claro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,otra,,,לא,,,,,,,,Engineer_ISR_1,,,-76.50860768323447,3.463357683481703,2026-08-16 17:21,COMUNA 04,Las Delicias,-76.50860768323447,3.463357683481703,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,17:02,חנן אלכסנדר,,Inspectores de Israel,sismo,,Cali,,,,,,,,,1.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,h,,,,,,,,,"מבנה תקין
יש נזקים לרצפה בקרקע שנדרשים טיפול מקומי ראה תמונה לעיל בו המרצפות התרוממו",,,,Engineer_ISR_1,,,-76.5538884562966,3.4037841152738917,2026-08-16 17:02,COMUNA 19,Pampa Linda,-76.5538884562966,3.4037841152738917,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,17:11,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,no,moderado,,moderado,,,completa,completa,,,,medio,,medio,,,,h,,estructural,,,,,,,"‏ראינו שני עמודים שנפגעו בקומה השנייה בסדקי גזירה. אבל איננו חוששים מהם כי הם אף פעם לא תפקדו כעמודים, גם לא ברעידת האדמה האחרונה, בגלל שאין להם המשכיות בפלדה. ",,,,Engineer_ISR_1,,,-76.55353030517934,3.403545871865508,2026-08-16 17:11,COMUNA 19,Pampa Linda,-76.55353030517934,3.403545871865508,,,,,,,,,no,verde,survey_israel
,,,2026-08-16,18:08,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,leve,,moderado,,,completa,completa,,,,bajo,,bajo,,,,r1,,estructural,,,,בניית בלוקים אלמנטים אדריכליים באגף דרומי קומה שניה,מסדרון אגף דרומי קומה שניה,,,,,,Engineer_ISR_1,,,-76.53040495146405,3.4322753330506166,2026-08-16 18:08,COMUNA 19,Urbanización Colseguros,-76.53040495146405,3.4322753330506166,,,,,,,,,no,amarillo,survey_israel
,,,2026-08-16,18:39,גבי בן דוד,,Inspectores de Israel,sismo,,Cali,,,,,,,,,2.0,,,,,,,,,,,,5,porticos,,concreto_mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,no,si,sin_dano,,sin_dano,,,completa,completa,,,,sin_dano,,sin_dano,,,,r1,,,,,,,בסמוך למדרגות קומה שניה וכיתה בקומה שניה,,,,,,Engineer_ISR_1,,,-76.52538817141934,3.421607045969482,2026-08-16 18:39,COMUNA 10,Cristóbal Colón,-76.52538817141934,3.421607045969482,,,,,,,,,no,amarillo,survey_israel
